seconds,budget_mbps,equivalent_capacity_mbps,lost_frames,queue_ms
83.700,1000.000000,1000,283,11.1331
83.800,1000.000000,1000,283,11.1333
83.900,1000.000000,1000,283,11.1335
84.000,1000.000000,1000,283,11.1337
84.100,1000.000000,1000,283,11.1340
84.200,1000.000000,1000,283,11.1342
84.300,1000.000000,1000,283,11.1344
84.400,1000.000000,1000,283,11.1346
84.500,1000.000000,1000,283,11.1349
84.600,1000.000000,1000,283,11.1351
84.700,1000.000000,1000,283,11.1353
84.800,1000.000000,1000,283,11.1355
84.900,1000.000000,1000,283,11.1358
85.000,1000.000000,1000,283,11.1360
85.100,1000.000000,1000,283,11.1362
85.200,1000.000000,1000,283,11.1364
85.300,1000.000000,1000,283,11.1366
85.400,1000.000000,1000,283,11.1369
85.500,1000.000000,1000,283,11.1371
85.600,1000.000000,1000,283,11.1373
85.700,1000.000000,1000,283,11.1375
85.800,1000.000000,1000,283,11.1378
85.900,1000.000000,1000,283,11.1380
86.000,1000.000000,1000,283,11.1382
86.100,1000.000000,1000,283,11.1384
86.200,1000.000000,1000,283,11.1387
86.300,1000.000000,1000,283,11.1389
86.400,1000.000000,1000,283,11.1391
86.500,1000.000000,1000,283,11.1393
86.600,1000.000000,1000,283,11.1396
86.700,1000.000000,1000,283,11.1398
86.800,1000.000000,1000,283,11.1400
86.900,1000.000000,1000,283,11.1402
87.000,1000.000000,1000,283,11.1405
87.100,1000.000000,1000,283,11.1407
87.200,1000.000000,1000,283,11.1409
87.300,1000.000000,1000,283,11.1411
87.400,1000.000000,1000,283,11.1414
87.500,1000.000000,1000,283,11.1416
87.600,1000.000000,1000,283,11.1418
87.700,1000.000000,1000,283,11.1420
87.800,1000.000000,1000,283,11.1422
87.900,1000.000000,1000,283,11.1425
88.000,1000.000000,1000,283,11.1427
88.100,1000.000000,1000,283,11.1429
88.200,1000.000000,1000,283,11.1431
88.300,1000.000000,1000,283,11.1434
88.400,1000.000000,1000,283,11.1436
88.500,1000.000000,1000,283,11.1438
88.600,1000.000000,1000,283,11.1440
88.700,1000.000000,1000,283,11.1443
88.800,1000.000000,1000,283,11.1445
88.900,1000.000000,1000,283,11.1447
89.000,1000.000000,1000,283,11.1449
89.100,1000.000000,1000,283,11.1452
89.200,1000.000000,1000,283,11.1454
89.300,1000.000000,1000,283,11.1456
89.400,1000.000000,1000,283,11.1458
89.500,1000.000000,1000,283,11.1461
89.600,1000.000000,1000,283,11.1463
89.700,1000.000000,1000,283,11.1465
89.800,1000.000000,1000,283,11.1467
89.900,1000.000000,1000,283,11.1470
90.000,1000.000000,1000,283,11.1472
90.100,1000.000000,1000,283,11.1474
90.200,1000.000000,1000,283,11.1476
90.300,1000.000000,1000,283,11.1478
90.400,1000.000000,1000,283,11.1481
90.500,1000.000000,1000,283,11.1483
90.600,1000.000000,1000,283,11.1485
90.700,1000.000000,1000,283,11.1487
90.800,1000.000000,1000,283,11.1490
90.900,1000.000000,1000,283,11.1492
91.000,1000.000000,1000,283,11.1494
91.100,1000.000000,1000,283,11.1496
91.200,1000.000000,1000,283,11.1499
91.300,1000.000000,1000,283,11.1501
91.400,1000.000000,1000,283,11.1503
91.500,1000.000000,1000,283,11.1505
91.600,1000.000000,1000,283,11.1508
